"task_id","family","mode","hits","total","rate","penalized_rate","looping","hit_ids","response_preview"
"compute_printer_rate","math","baseline","4","6","0.6667","0.6667","False","given_pages,given_printers,answer,units","**Setup:** Given: 4 printers ? 480 pages in 6 minutes. Find: Time for 3 printers to make 720 pages. **Calculation:** Pages per minute = \( \frac{480}{4 \times 6} = \frac{480}{24} ="
"compute_printer_rate","math","memory","3","6","0.5","0.5","False","given_pages,given_printers,units","**Setup:** Given: 480 pages in 6 minutes for 1 printer ? rate = 480 / 6 = 80 pages/minute per printer. For 3 printers, total capacity = 3 ? 80 = 240 pages/minute. To produce 720 pa"
"compute_discount_tax","math","baseline","6","6","1","1","False","original_price,discount,discounted_price,tax,tax_amount,answer","**Step 1:** Calculate the discount amount. Discount = $80 ? 25% = $80 ? 0.25 = **$20**. **Step 2:** Find the discounted price. Discounted Price = Original Price ? Discount = $80 ? "
"compute_discount_tax","math","memory","6","6","1","1","False","original_price,discount,discounted_price,tax,tax_amount,answer","**Step 1:** Apply discount to original price Discounted Price = $80 ? (1 ? 0.25) = $60 **Step 2:** Add sales tax to discounted price Tax Amount = $60 ? 0.08 = $4.80 Final Price = $"
"compute_weighted_average","math","baseline","3","6","0.5","0.5","False","new_scores,count,average","The average of 5 tests is calculated by summing all scores (82 + 90 + 76) and dividing by the number of tests (5). Sum = 82 + 90 + 76 = 248. Average = 248 ? 5 = 49.6. Final answer:"
"compute_weighted_average","math","memory","6","6","1","1","False","old_total,new_scores,combined_total,count,answer,average","**Setup:** - Initial average = 82 over 3 scores ? total points = 82 ? 3 = 246. - New scores added: 90 + 76 = 166. - Total points after adding two new scores = 246 + 166 = 412. - Nu"
"compute_inventory_available","math","baseline","3","6","0.5","0.5","False","start,received,reserved","**Arithmetic:** 150 (initial) ? 18 ? 4 = 126 126 + 65 = 191 191 ? 20 = **171 units** **Final answer:** 171 units."
"compute_inventory_available","math","memory","5","6","0.8333","0.8333","False","start,sold,received,reserved,setup","**Inventory Ledger:** Start = 150 Sold (4 days ? 18) = 72 Received = +65 Reserved = -20 Available = 150 ? 72 + 65 ? 20 = **93 units**."
"compute_schedule_finish","math","baseline","2","5","0.4","0.4","False","start_time,durations","The job starts at 9:15 AM. Phase 1 takes 45 minutes ? 9:60 AM (or 10:00 PM the previous day). Phase 2 takes 70 minutes ? 10:30 AM. Break is 10 minutes ? 10:40 AM. Phase 3 takes 35 "
"compute_schedule_finish","math","memory","2","5","0.4","0.4","False","start_time,durations","**Final Answer:** 12:05 PM **Reasoning (concise):** - Start time: 9:15 AM - Phase 1 duration: 45 minutes ? finish at 9:60 AM - Break: 10 minutes ? finish at 10:10 AM - Phase 2 dura"
"compute_ratio_mixture","math","baseline","6","6","1","1","False","ratio,parts,unit_part,concentrate,water,total_check","**Step 1:** Identify the ratio of concentrate to water (2:5). **Step 2:** Determine the total number of parts in the ratio (2 + 5 = 7 parts). **Step 3:** Calculate the size of one "
"compute_ratio_mixture","math","memory","4","6","0.6667","0.6667","False","ratio,parts,water,total_check","**Task:** A cleaning mix uses concentrate and water in a 2:5 ratio. If you need 42 liters total, how many liters of concentrate and water are needed? **Answer:** - **Ratio parts:**"
"compute_average_speed","math","baseline","6","6","1","1","False","first_time,second_time,total_distance,total_time,answer,units","**Distance:** - First leg: 150 km - Second leg: 90 km **Time for each leg:** - Time? = Distance / Speed = 150 km ? 60 km/h = **2.5 hours** - Time? = 90 km ? 45 km/h = **2 hours** *"
"compute_average_speed","math","memory","6","6","1","1","False","first_time,second_time,total_distance,total_time,answer,units","**Distance:** 150 km + 90 km = **240 km** **Time for first leg:** 150 km ? 60 km/h = **2.5 hours** **Time for second leg:** 90 km ? 45 km/h = **2 hours** **Total time:** 2.5 h + 2 "
"compute_linear_equation","math","baseline","5","5","1","1","False","expand,combine,add_12,divide,answer","**Solution:** 3(x - 4) + 2x = 46 Expand: 3x - 12 + 2x = 46 Combine like terms: 5x - 12 = 46 Add 12 to both sides: 5x = 58 Divide by 5: x = 11.6 **Answer:** x = 11.6 (unitless)"
"compute_linear_equation","math","memory","5","5","1","1","False","expand,combine,add_12,divide,answer","**Solution:** 3(x - 4) + 2x = 46 ? 3x - 12 + 2x = 46 ? 5x - 12 = 46 ? 5x = 58 ? x = 11.6 **Answer:** 11.6 liters"
"compute_probability_without_replacement","math","baseline","5","6","0.8333","0.8333","False","first_prob,second_prob,multiply,simplified,without_replacement","The probability both balls are red is calculated by multiplying the probabilities of drawing a red ball first, then another red ball without replacement. First draw: P(red) = 5 / ("
"compute_probability_without_replacement","math","memory","4","6","0.6667","0.6667","False","first_prob,second_prob,decimal,without_replacement","**Probability Calculation:** - Total balls = 5 + 3 = 8 - Probability first ball is red = 5/8 - After one red ball drawn, remaining balls = 4 red + 3 blue = 7 total - Probability se"
"compute_ticket_table","math","baseline","3","5","0.6","0.6","False","team_a,team_b,compare","Team A starts with 12 open tickets, closes 7, so 5 remain after closing. Team B starts with 20 open tickets, closes 13, leaving 7. Adding the new tickets (5 for A and 4 for B) give"
"compute_ticket_table","math","memory","5","5","1","1","False","team_a,team_b,total,compare,difference","Team A: 12 - 7 + 5 = 10 open tickets Team B: 20 - 13 + 4 = 11 open tickets Total open tickets: 10 + 11 = 21 Team B has more by 1 ticket."
"compute_subscription_total","math","baseline","4","5","0.8","0.8","False","monthly,six_months,setup,answer","The total cost is $19.99 per month for 6 months, which equals $119.94. Adding the setup fee of $14.95 gives a subtotal of $134.89. Subtracting the credit of $10 results in a final "
"compute_subscription_total","math","memory","4","5","0.8","0.8","False","monthly,six_months,setup,answer","**Analysis:** The subscription costs $19.99 per month for 6 months, so monthly cost = $19.99 ? 6 = $119.94. Add the setup fee of $14.95 ? subtotal = $119.94 + $14.95 = $134.89. Sub"
"compute_tiered_pricing","math","baseline","5","5","1","1","False","first_tier,extra_units,second_tier,fixed_fee,answer","The bill is calculated as follows: - First 100 units at $0.12 each = $12.00 - Units above 100 (35 units) at $0.18 each = $6.30 - Fixed fee = $6.00 Total bill = $12.00 + $6.30 + $6."
