model,substrate,quant,stack,trials,pass_rate,clean_pass_rate,mean_score,classified_rate,cascade_rate,echo_rate,avg_distractors,avg_missing_required,stability_score,top_failure
2b_reference,degraded_instruct,base_f16,cognitive_25_structural_75,4800,0.9594,0.839,0.9718,0.9904,0.0238,0.0235,0.1142,0.0502,0.8155,none
2b_reference,degraded_instruct,collapsed_q2_edge,tri_routed_72_18_10,4800,0.161,0.109,0.4057,0.6302,0.395,0.0435,0.5477,1.9779,-0.161,cascade
2b_reference,degraded_instruct,damaged_q2,tri_routed_72_18_10,4800,0.4456,0.3094,0.6638,0.7829,0.2265,0.0415,0.4423,0.9846,0.1485,none
2b_reference,degraded_instruct,damaged_q3,tri_routed_72_18_10,4800,0.8429,0.6073,0.9164,0.9529,0.114,0.041,0.2967,0.0854,0.5369,none
2b_reference,degraded_instruct,damaged_q4,tri_routed_72_18_10,4800,0.9113,0.7006,0.9488,0.9908,0.0742,0.0367,0.225,0.05,0.6505,none
2b_reference,degraded_instruct,healthy_q6,structural_only,4800,0.9221,0.7583,0.9547,0.9854,0.0596,0.0175,0.1808,0.0519,0.7199,none
2b_reference,degraded_instruct,healthy_q8,structural_only,4800,0.9467,0.7977,0.9645,0.9881,0.0404,0.0187,0.1525,0.0456,0.7674,none
2b_reference,degraded_instruct,q1_k_m,tri_routed_72_18_10,4800,0.0356,0.0273,0.1761,0.4429,0.635,0.0429,0.6596,3.1029,-0.3797,cascade
2b_reference,degraded_instruct,q8_k_m,structural_only,4800,0.9492,0.8106,0.9672,0.989,0.0333,0.0163,0.1404,0.0488,0.7837,none
2b_reference,instruct,base_f16,structural_only,4800,0.9583,0.8448,0.9715,0.989,0.0254,0.0156,0.1129,0.0496,0.8225,none
2b_reference,instruct,collapsed_q2_edge,tri_routed_72_18_10,4800,0.109,0.0804,0.3383,0.5725,0.4244,0.0296,0.5592,2.299,-0.2125,cascade
2b_reference,instruct,damaged_q2,tri_routed_72_18_10,4800,0.3342,0.2406,0.583,0.7319,0.2702,0.0365,0.459,1.2754,0.0518,cascade
2b_reference,instruct,damaged_q3,tri_routed_72_18_10,4800,0.8135,0.5898,0.894,0.9154,0.1131,0.0285,0.3144,0.1567,0.5172,none
2b_reference,instruct,damaged_q4,tri_routed_72_18_10,4800,0.8894,0.6869,0.9413,0.9785,0.0894,0.03,0.2352,0.0462,0.6329,none
2b_reference,instruct,healthy_q6,cyber_25_structural_75,4800,0.9231,0.764,0.9558,0.986,0.06,0.0235,0.171,0.0504,0.725,none
2b_reference,instruct,healthy_q8,cyber_25_structural_75,4800,0.9463,0.8004,0.9653,0.9888,0.0392,0.0206,0.1479,0.0475,0.7703,none
2b_reference,instruct,q1_k_m,tri_routed_72_18_10,4800,0.0248,0.0165,0.1308,0.3721,0.6704,0.0298,0.6652,3.4592,-0.4168,cascade
2b_reference,instruct,q8_k_m,cyber_25_structural_75,4800,0.9571,0.8127,0.9689,0.99,0.0302,0.0246,0.141,0.0471,0.7851,none
35b_a3b_moe,base,base_f16,cognitive_25_structural_75,4800,0.9744,0.8777,0.9779,0.9906,0.011,0.02,0.0846,0.051,0.8611,none
35b_a3b_moe,base,collapsed_q2_edge,tri_routed_72_18_10,4800,0.5887,0.424,0.7645,0.8694,0.146,0.0385,0.3644,0.6996,0.3083,none
35b_a3b_moe,base,damaged_q2,tri_routed_72_18_10,4800,0.856,0.6185,0.9168,0.9594,0.0912,0.0325,0.2992,0.1277,0.5543,none
35b_a3b_moe,base,damaged_q3,tri_routed_72_18_10,4800,0.9231,0.7279,0.9546,0.9902,0.0635,0.0358,0.206,0.0442,0.683,none
35b_a3b_moe,base,damaged_q4,cognitive_25_structural_75,4800,0.9344,0.7729,0.9601,0.99,0.0479,0.0215,0.1725,0.0508,0.7379,none
35b_a3b_moe,base,healthy_q6,cognitive_25_structural_75,4800,0.9546,0.8198,0.9693,0.9917,0.0308,0.0204,0.1342,0.0473,0.7934,none
35b_a3b_moe,base,healthy_q8,structural_only,4800,0.9602,0.8452,0.9731,0.9915,0.0235,0.015,0.115,0.0456,0.8237,none
35b_a3b_moe,base,q1_k_m,tri_routed_72_18_10,4800,0.2523,0.1885,0.5299,0.7242,0.2344,0.0348,0.4198,1.6169,-0.0032,cascade
35b_a3b_moe,base,q8_k_m,cyber_25_structural_75,4800,0.9637,0.8542,0.9738,0.9906,0.0225,0.0304,0.0915,0.0523,0.8314,none
35b_a3b_moe,degraded_instruct,base_f16,structural_only,4800,0.9704,0.8708,0.9768,0.9921,0.0156,0.0152,0.094,0.0473,0.8532,none
35b_a3b_moe,degraded_instruct,collapsed_q2_edge,tri_routed_72_18_10,4800,0.5687,0.41,0.7545,0.8485,0.139,0.04,0.36,0.7304,0.295,none
35b_a3b_moe,degraded_instruct,damaged_q2,tri_routed_72_18_10,4800,0.8471,0.6146,0.9117,0.9492,0.0915,0.0404,0.2935,0.1433,0.5484,none
35b_a3b_moe,degraded_instruct,damaged_q3,cyber_25_structural_75,4800,0.9165,0.7265,0.9518,0.9844,0.0608,0.0392,0.2004,0.0577,0.6815,none
35b_a3b_moe,degraded_instruct,damaged_q4,structural_only,4800,0.9319,0.7715,0.9597,0.9919,0.0488,0.0187,0.1719,0.0537,0.7366,none
35b_a3b_moe,degraded_instruct,healthy_q6,structural_only,4800,0.9483,0.8221,0.9687,0.99,0.0335,0.015,0.1308,0.0448,0.7963,none
35b_a3b_moe,degraded_instruct,healthy_q8,structural_only,4800,0.9633,0.8483,0.9737,0.989,0.0219,0.0152,0.115,0.0433,0.8274,none
35b_a3b_moe,degraded_instruct,q1_k_m,tri_routed_72_18_10,4800,0.2375,0.1758,0.5128,0.6992,0.2406,0.039,0.42,1.6704,-0.0213,cascade
35b_a3b_moe,degraded_instruct,q8_k_m,structural_only,4800,0.9667,0.8585,0.9748,0.9904,0.0194,0.0177,0.1046,0.0471,0.8385,none
35b_a3b_moe,instruct,base_f16,structural_only,4800,0.9735,0.8692,0.976,0.9885,0.014,0.0152,0.0985,0.0498,0.8516,none
35b_a3b_moe,instruct,collapsed_q2_edge,tri_routed_72_18_10,4800,0.4544,0.3365,0.6783,0.8008,0.1665,0.0281,0.3648,1.0323,0.2001,none
35b_a3b_moe,instruct,damaged_q2,tri_routed_72_18_10,4800,0.7987,0.5842,0.8814,0.9152,0.0952,0.0312,0.3073,0.2473,0.5124,none
35b_a3b_moe,instruct,damaged_q3,tri_routed_68_20_12,4800,0.9242,0.7183,0.954,0.9904,0.0581,0.0325,0.215,0.0525,0.6746,none
35b_a3b_moe,instruct,damaged_q4,tri_routed_72_18_10,4800,0.9433,0.7646,0.9625,0.9888,0.0394,0.0296,0.1779,0.049,0.7302,none
35b_a3b_moe,instruct,healthy_q6,cyber_25_structural_75,4800,0.9513,0.8187,0.9677,0.9904,0.0333,0.021,0.1335,0.0502,0.7913,none
35b_a3b_moe,instruct,healthy_q8,structural_only,4800,0.9598,0.8446,0.9732,0.99,0.025,0.0165,0.1125,0.0419,0.8227,none
35b_a3b_moe,instruct,q1_k_m,tri_routed_72_18_10,4800,0.1796,0.1335,0.4402,0.6388,0.274,0.0292,0.4444,1.9479,-0.0874,cascade
35b_a3b_moe,instruct,q8_k_m,structural_only,4800,0.9635,0.8535,0.9736,0.9888,0.0196,0.016,0.109,0.0488,0.8333,none
4b,base,base_f16,structural_only,4800,0.9654,0.8492,0.9735,0.9892,0.0202,0.0167,0.1144,0.0473,0.8283,none
4b,base,collapsed_q2_edge,tri_routed_72_18_10,4800,0.271,0.1902,0.5325,0.7292,0.3052,0.0352,0.506,1.4888,-0.0233,cascade
4b,base,damaged_q2,tri_routed_72_18_10,4800,0.5915,0.4108,0.7699,0.8638,0.1862,0.0385,0.4244,0.5915,0.2837,none
4b,base,damaged_q3,tri_stability_70,4800,0.8796,0.6438,0.9361,0.9833,0.0963,0.0387,0.2725,0.0531,0.5827,none
4b,base,damaged_q4,cyber_25_structural_75,4800,0.9048,0.7056,0.9462,0.9808,0.0717,0.0315,0.2229,0.0563,0.6572,none
4b,base,healthy_q6,cognitive_25_structural_75,4800,0.9392,0.7854,0.962,0.9902,0.0456,0.0192,0.1625,0.0496,0.7524,none
4b,base,healthy_q8,structural_only,4800,0.9504,0.809,0.9665,0.9873,0.0321,0.0163,0.1435,0.0517,0.782,none
4b,base,q1_k_m,tri_stability_70,4800,0.0669,0.0494,0.2576,0.5323,0.5279,0.0331,0.5996,2.6675,-0.297,cascade
4b,base,q8_k_m,tri_routed_68_20_12,4800,0.9617,0.8273,0.9716,0.9921,0.0252,0.0396,0.1121,0.0531,0.8002,none
4b,degraded_instruct,base_f16,structural_only,4800,0.9656,0.8492,0.9742,0.9902,0.0204,0.0163,0.1144,0.0448,0.8284,none
4b,degraded_instruct,collapsed_q2_edge,tri_routed_72_18_10,4800,0.2456,0.1752,0.5034,0.705,0.3167,0.041,0.4848,1.609,-0.0472,cascade
4b,degraded_instruct,damaged_q2,tri_routed_72_18_10,4800,0.5787,0.3969,0.756,0.84,0.1877,0.0423,0.411,0.636,0.2674,none
4b,degraded_instruct,damaged_q3,tri_routed_72_18_10,4800,0.8765,0.6385,0.9341,0.9785,0.1025,0.0427,0.2746,0.0479,0.5749,none
4b,degraded_instruct,damaged_q4,cyber_25_structural_75,4800,0.9042,0.6975,0.9452,0.9777,0.0727,0.034,0.2267,0.0558,0.648,none
4b,degraded_instruct,healthy_q6,structural_only,4800,0.9323,0.779,0.9608,0.9904,0.0492,0.0152,0.1654,0.0488,0.7455,none
4b,degraded_instruct,healthy_q8,structural_only,4800,0.9515,0.805,0.968,0.9923,0.0342,0.0158,0.1533,0.0431,0.7772,none
4b,degraded_instruct,q1_k_m,tri_routed_72_18_10,4800,0.0654,0.0485,0.2516,0.519,0.525,0.0408,0.6181,2.6979,-0.3015,cascade
4b,degraded_instruct,q8_k_m,structural_only,4800,0.9519,0.8133,0.9678,0.9915,0.0306,0.0169,0.1381,0.0515,0.7871,none
4b,instruct,base_f16,structural_only,4800,0.9619,0.8498,0.9726,0.9896,0.0231,0.0175,0.1096,0.0492,0.8281,none
4b,instruct,collapsed_q2_edge,tri_routed_72_18_10,4800,0.1792,0.1315,0.4309,0.6204,0.3471,0.0294,0.51,1.8967,-0.1142,cascade
4b,instruct,damaged_q2,tri_routed_72_18_10,4800,0.4721,0.3373,0.6841,0.7913,0.2002,0.0277,0.4325,0.9331,0.1904,none
4b,instruct,damaged_q3,tri_routed_72_18_10,4800,0.8621,0.6321,0.9248,0.9548,0.0988,0.0317,0.2883,0.0702,0.5695,none
4b,instruct,damaged_q4,tri_routed_72_18_10,4800,0.9062,0.699,0.9473,0.9902,0.0731,0.0275,0.2308,0.055,0.6503,none
4b,instruct,healthy_q6,structural_only,4800,0.9317,0.7721,0.9587,0.9904,0.049,0.0183,0.1717,0.0565,0.7372,none
4b,instruct,healthy_q8,structural_only,4800,0.9521,0.8065,0.9682,0.9888,0.0312,0.0167,0.1529,0.0425,0.7794,none
4b,instruct,q1_k_m,tri_routed_72_18_10,4800,0.0458,0.0327,0.1987,0.449,0.5733,0.0292,0.6298,2.9973,-0.3454,cascade
4b,instruct,q8_k_m,structural_only,4800,0.9546,0.8202,0.9694,0.9902,0.0267,0.0167,0.1363,0.0496,0.7955,none
9b,base,base_f16,structural_only,4800,0.9663,0.8558,0.9748,0.9912,0.0187,0.0171,0.1044,0.0488,0.836,none
9b,base,collapsed_q2_edge,tri_routed_72_18_10,4800,0.3721,0.2631,0.6217,0.7919,0.2458,0.0415,0.4442,1.1723,0.0869,none
9b,base,damaged_q2,tri_routed_72_18_10,4800,0.7323,0.5054,0.8461,0.9035,0.136,0.0356,0.3781,0.33,0.4107,none
9b,base,damaged_q3,tri_routed_72_18_10,4800,0.9015,0.6819,0.9459,0.989,0.0777,0.0354,0.2483,0.0481,0.6292,none
9b,base,damaged_q4,tri_stability_70,4800,0.9246,0.7352,0.9556,0.9888,0.0577,0.0408,0.1935,0.05,0.6917,none
9b,base,healthy_q6,tri_stability_70,4800,0.9394,0.78,0.9631,0.9879,0.0421,0.04,0.1456,0.051,0.7452,none
9b,base,healthy_q8,structural_only,4800,0.9575,0.8225,0.9705,0.9898,0.0279,0.0198,0.136,0.0427,0.7971,none
9b,base,q1_k_m,tri_stability_70,4800,0.12,0.0858,0.3607,0.6217,0.4075,0.0387,0.5473,2.2348,-0.1997,cascade
9b,base,q8_k_m,structural_only,4800,0.9598,0.8398,0.9717,0.9904,0.0262,0.0185,0.1163,0.0471,0.8166,none
9b,degraded_instruct,base_f16,structural_only,4800,0.9594,0.8521,0.9727,0.989,0.0196,0.0158,0.1035,0.0548,0.832,none
9b,degraded_instruct,collapsed_q2_edge,tri_routed_72_18_10,4800,0.3556,0.2508,0.6086,0.7717,0.2302,0.0431,0.4487,1.2417,0.0752,none
9b,degraded_instruct,damaged_q2,tri_stability_70,4800,0.6967,0.4848,0.8238,0.8935,0.1502,0.0431,0.3752,0.4169,0.3802,none
9b,degraded_instruct,damaged_q3,tri_routed_68_20_12,4800,0.9004,0.6617,0.9444,0.99,0.0815,0.0415,0.2619,0.0469,0.6056,none
9b,degraded_instruct,damaged_q4,tri_routed_72_18_10,4800,0.9233,0.7327,0.9553,0.99,0.0615,0.0427,0.1944,0.0465,0.6879,none
9b,degraded_instruct,healthy_q6,structural_only,4800,0.9406,0.7963,0.9628,0.9898,0.0458,0.021,0.1506,0.049,0.7638,none
9b,degraded_instruct,healthy_q8,structural_only,4800,0.9567,0.8204,0.97,0.9906,0.0281,0.0185,0.1342,0.0475,0.7952,none
9b,degraded_instruct,q1_k_m,tri_routed_72_18_10,4800,0.1131,0.0858,0.3487,0.5969,0.4027,0.0442,0.5425,2.2662,-0.2005,cascade
9b,degraded_instruct,q8_k_m,structural_only,4800,0.9587,0.8329,0.9708,0.9879,0.0244,0.0152,0.1242,0.0483,0.8102,none
9b,instruct,base_f16,structural_only,4800,0.9673,0.8544,0.9744,0.9892,0.0179,0.016,0.1098,0.0467,0.8347,none
9b,instruct,collapsed_q2_edge,tri_routed_72_18_10,4800,0.2717,0.1925,0.5328,0.7125,0.2771,0.0338,0.4785,1.5046,-0.0109,cascade
9b,instruct,damaged_q2,tri_routed_72_18_10,4800,0.6096,0.4254,0.773,0.8423,0.1544,0.0312,0.405,0.6048,0.3102,none
9b,instruct,damaged_q3,tri_routed_72_18_10,4800,0.891,0.6629,0.9394,0.9769,0.0867,0.0321,0.2648,0.0481,0.6069,none
9b,instruct,damaged_q4,tri_stability_70,4800,0.9219,0.7358,0.9547,0.9885,0.0621,0.0312,0.1975,0.0467,0.6928,none
9b,instruct,healthy_q6,tri_routed_72_18_10,4800,0.9433,0.7863,0.9644,0.9904,0.0421,0.026,0.1544,0.0462,0.7538,none
9b,instruct,healthy_q8,structural_only,4800,0.9581,0.8265,0.9703,0.9908,0.0277,0.0144,0.1365,0.0473,0.802,none
9b,instruct,q1_k_m,tri_routed_72_18_10,4800,0.0781,0.0592,0.2887,0.5371,0.4446,0.0302,0.5458,2.574,-0.2526,cascade
9b,instruct,q8_k_m,structural_only,4800,0.9617,0.8315,0.9717,0.9908,0.0271,0.0163,0.1296,0.0431,0.8076,none
