"task_id","family","mode","hits","total","rate","penalized_rate","looping","hit_ids","response_preview"
"compute_printer_rate","math","baseline","0","6","0","0","False","",""
"compute_printer_rate","math","memory","0","6","0","0","False","",""
"compute_discount_tax","math","baseline","6","6","1","1","False","original_price,discount,discounted_price,tax,tax_amount,answer","Original Price: $80 Discounted Price ($80 ? 0.75): $60 Sales Tax ($60 ? 0.08): $4.80 Final Price ($60 + $4.80): **$64.80**"
"compute_discount_tax","math","memory","0","6","0","0","False","",""
"compute_weighted_average","math","baseline","5","6","0.8333","0.8333","False","new_scores,combined_total,count,answer,average","Setup: $(3 \times 82) + (90 + 76) = 412$ Average: $412 / 5 = 82.4$ Uncertainty: None (exact calculation). Next Action: Record final average as 82.4."
"compute_weighted_average","math","memory","0","6","0","0","False","",""
"compute_inventory_available","math","baseline","0","6","0","0","False","",""
"compute_inventory_available","math","memory","0","6","0","0","False","",""
"compute_schedule_finish","math","baseline","0","5","0","0","False","",""
"compute_schedule_finish","math","memory","0","5","0","0","False","",""
"compute_ratio_mixture","math","baseline","2","6","0.3333","0.3333","False","concentrate,water","Answer: You need 12 liters of concentrate and 30 liters of water."
"compute_ratio_mixture","math","memory","0","6","0","0","False","",""
"compute_average_speed","math","baseline","0","6","0","0","False","",""
"compute_average_speed","math","memory","0","6","0","0","False","",""
"compute_linear_equation","math","baseline","0","5","0","0","False","",""
"compute_linear_equation","math","memory","0","5","0","0","False","",""
"compute_probability_without_replacement","math","baseline","1","6","0.1667","0.1667","False","without_replacement","Total balls = 8 (5 red, 3 blue). Probability first ball is red: $\frac{5}{8}$ Probability second ball is red (without replacement): $\frac{4}{7}$ Multiplication: $$ \frac{5}{8} \ti"
"compute_probability_without_replacement","math","memory","0","6","0","0","False","",""
"compute_ticket_table","math","baseline","0","5","0","0","False","",""
"compute_ticket_table","math","memory","0","5","0","0","False","",""
"compute_subscription_total","math","baseline","1","5","0.2","0.2","False","answer","Total Cost: $124.89 Uncertainty: Excludes sales tax or potential additional fees. Next Action: Verify the final amount with the service provider before payment."
"compute_subscription_total","math","memory","1","5","0.2","0.2","False","answer","Total Cost: $124.89. Units verified ($). Confidence high; no further action needed."
"compute_tiered_pricing","math","baseline","1","5","0.2","0.2","False","answer","The total bill is $24.30."
"compute_tiered_pricing","math","memory","0","5","0","0","False","",""
