"task_id","family","mode","hits","total","rate","penalized_rate","looping","hit_ids","response_preview"
"compute_printer_rate","math","baseline","3","6","0.5","0.5","False","given_pages,given_printers,units","**Setup:** Rate = (480 pages) / (6 min) = 80 pages/min For 3 printers, time needed for 720 pages: Time = (720 pages) / (3 ? 80 pages/min) = 720 / 240 = **3 minutes**"
"compute_printer_rate","math","memory","3","6","0.5","0.5","False","given_pages,given_printers,units","**Setup:** - Rate per printer = 480 pages / (6 min ? 4 printers) = **120 pages/min**. - Time for 3 printers to make 720 pages = 720 pages ? (3 printers ? 120 pages/min) = **2 minut"
"compute_discount_tax","math","baseline","5","6","0.8333","0.8333","False","original_price,discount,discounted_price,tax,tax_amount","**Final Price:** $64 **Steps:** 1. Discounted price = $80 ? (1 ? 0.25) = $60 2. Sales tax = $60 ? 0.08 = $4.80 3. Final price = $60 + $4.80 = **$64** *Uncertainty:* The calculation"
"compute_discount_tax","math","memory","5","6","0.8333","0.8333","False","original_price,discount,discounted_price,tax,tax_amount","**Final Price:** $60.80 **Steps:** 1. Discounted price = $80 ? (1 ? 0.25) = $60 2. Tax applied to discounted price = $60 ? 0.08 = $4.80 3. Final price = $60 + $4.80 = **$60.80** **"
"compute_weighted_average","math","baseline","6","6","1","1","False","old_total,new_scores,combined_total,count,answer,average","**Setup:** Total sum of first three scores = \(3 \times 82 = 246\). Sum of all five scores = \(246 + 90 + 76 = 412\). Average across 5 tests = \(\frac{412}{5} = 82.4\)."
"compute_weighted_average","math","memory","3","6","0.5","0.5","False","new_scores,count,average","**Setup:** - Known scores: 82, 90, 76 (3 known) - Unknown score: x (4th test) - Next two scores: 90, 76 (already accounted for in the list above) **Calculation:** Average = (82 + 9"
"compute_inventory_available","math","baseline","3","6","0.5","0.5","False","start,received,reserved","**Available Units:** 150 ? 18 + 65 ? 20 = **197 units** **Uncertainty & Next Action:** - The calculation assumes no other changes (e.g., additional sales, returns, or adjustments)."
"compute_inventory_available","math","memory","3","6","0.5","0.5","False","start,received,reserved","**Available Units:** 150 - (18 ? 4) + 65 - 20 = **137 units**. **Uncertainty/Next Action:** - If demand exceeds supply, consider rescheduling or additional inventory."
"compute_schedule_finish","math","baseline","1","5","0.2","0.2","False","durations","**Time:** 10:20 AM **Uncertainty:** None (all times are exact). **Next Action:** Confirm completion with supervisor if required."
"compute_schedule_finish","math","memory","1","5","0.2","0.2","False","durations","**Time:** 10:20 AM **Uncertainty:** None (all times are exact). **Next Action:** Complete phase 3 by 10:20 AM."
