"task_id","family","mode","hits","total","rate","penalized_rate","looping","hit_ids","response_preview"
"compute_printer_rate","math","baseline","2","6","0.3333","0.3333","False","given_pages,units","**Setup:** - Four printers produce 480 pages in 6 minutes ? rate = \( \frac{480\text{ pages}}{6\text{ min}} = 80\text{ pages/min} \) per printer. - Three printers need to make 720 "
"compute_printer_rate","math","memory","4","6","0.6667","0.6667","False","given_pages,given_printers,answer,units","**Setup:** Let \( P \) be the number of pages printed by one printer per minute. From the given: 4 printers ? 480 pages in 6 minutes So, for 1 printer: \( P = \frac{480}{4 \times 6"
"compute_discount_tax","math","baseline","6","6","1","1","False","original_price,discount,discounted_price,tax,tax_amount,answer","The original cost is $80. First, apply a 25% discount: Discount amount = 25% of $80 = 0.25 ? 80 = $20. Discounted price = $80 ? $20 = $60. Next, add 8% sales tax to the discounted "
"compute_discount_tax","math","memory","6","6","1","1","False","original_price,discount,discounted_price,tax,tax_amount,answer","**Step 1:** Apply the discount of 25%. Discount amount = $80 ? 0.25 = $20 Discounted price = $80 ? $20 = **$60** **Step 2:** Add 8% sales tax to the discounted price. Tax amount = "
"compute_weighted_average","math","baseline","6","6","1","1","False","old_total,new_scores,combined_total,count,answer,average","The three initial scores sum to \(3 \times 82 = 246\). Adding the next two scores gives a total of \(246 + 90 + 76 = 412\) for five tests. The average is therefore \(412 / 5 = 82.4"
"compute_weighted_average","math","memory","5","6","0.8333","0.8333","False","old_total,new_scores,combined_total,answer,average","The three initial scores sum to \(3 \times 82 = 246\). Adding the next two scores gives a total of \(246 + 90 + 76 = 412\) for five tests. The average is therefore \[ \frac{412}{5}"
"compute_inventory_available","math","baseline","5","6","0.8333","0.8333","False","start,sold,received,reserved,answer","**Step?by?step calculation:** 1. **Initial stock:** 150 units 2. **Sold in 4 days (18 units/day):** \(18 \times 4 = 72\) units sold ? remaining after sales: \(150 - 72 = 78\) units"
"compute_inventory_available","math","memory","6","6","1","1","False","start,sold,received,reserved,setup,answer","**Step?by?step calculation** 1. **Initial stock:** 150 units 2. **Sold in 4 days:** \(18 \times 4 = 72\) units 3. **Received:** 65 units 4. **Reserved for client:** 20 units \[ \te"
"compute_schedule_finish","math","baseline","2","5","0.4","0.4","False","start_time,durations","The job starts at 9:15 AM. Phase 1 lasts 45 minutes ? finishes at 9:60 AM (9:15 + 45 = 9:60). Phase 2 lasts 70 minutes ? finishes at 10:30 AM (9:60 + 70 = 10:30). There is a 10-min"
"compute_schedule_finish","math","memory","2","5","0.4","0.4","False","start_time,durations","The job starts at 9:15 AM. Phase 1 lasts 45 minutes ? finishes at 9:60 AM (9:15 + 45 = 9:60). Phase 2 lasts 70 minutes ? finishes at 10:30 AM (9:60 + 70 = 10:30). There is a 10-min"
"compute_ratio_mixture","math","baseline","5","6","0.8333","0.8333","False","ratio,parts,concentrate,water,total_check","The ratio is 2 parts concentrate to 5 parts water for every 7 parts total. Total volume = 42 liters ? each part = 42 ? 7 = 6 liters. Concentrate = 2 ? 6 = 12 liters. Water = 5 ? 6 "
"compute_ratio_mixture","math","memory","2","6","0.3333","0.3333","False","ratio,parts","The mixture is 2 parts concentrate to 5 parts water for every 7 parts total. Total parts = 2 + 5 = 7. Each part corresponds to: 42 L ? 7 = 6 L per part. Concentrate: 2 ? 6 L = **12"
"compute_average_speed","math","baseline","3","6","0.5","0.5","False","total_distance,answer,units","**Step?by?step calculation** 1. **First leg (150 km)** - Speed = 60 km/h - Time? = Distance ? Speed = 150 km ? 60 km/h = **2.5 h** 2. **Second leg (90 km)** - Speed = 45 km/h - Tim"
"compute_average_speed","math","memory","3","6","0.5","0.5","False","total_distance,answer,units","**Step?by?step solution** 1. **First leg (150 km)** - Speed = 60 km/h - Time? = Distance ? Speed = 150 km ? 60 km/h = **2.5 h** 2. **Second leg (90 km)** - Speed = 45 km/h - Time? "
"compute_linear_equation","math","baseline","5","5","1","1","False","expand,combine,add_12,divide,answer","**Algebraic steps:** 1. Expand the parentheses: \(3 \cdot (x - 4) = 3x - 12\). So, \(3(x - 4) + 2x = 3x - 12 + 2x\). 2. Combine like terms on the left side: \(3x + 2x = 5x\), so we"
"compute_linear_equation","math","memory","5","5","1","1","False","expand,combine,add_12,divide,answer","**Algebraic steps:** 1. Expand the left side: \(3(x-4)+2x = 3x-12+2x\). 2. Combine like terms: \(5x - 12\). 3. Set equal to 46 and solve for \(x\): \[ 5x - 12 = 46 \quad\Rightarrow"
"compute_probability_without_replacement","math","baseline","2","6","0.3333","0.3333","False","first_prob,second_prob","The total number of balls is 8 (5 red + 3 blue). The probability that the first ball drawn is red is 5/8. After removing one red ball, there are 7 balls left, with 4 red remaining."
"compute_probability_without_replacement","math","memory","1","6","0.1667","0.1667","False","without_replacement","The total number of balls is \(5 + 3 = 8\). When two balls are drawn without replacement, the probability that the first ball is red and the second is also red is \[ P(\text{first "
"compute_ticket_table","math","baseline","4","5","0.8","0.8","False","team_a,team_b,total,compare","Team A: 12 - 7 + 5 = 10 Team B: 20 - 13 + 4 = 11 Total open tickets: 10 + 11 = 21 Team B has more."
"compute_ticket_table","math","memory","3","5","0.6","0.6","False","team_a,team_b,compare","Team A: Starts with 12 open tickets. Closes 7 ? 12 ? 7 = 5 remaining. Gains 5 new ? 5 + 5 = 10 total. Team B: Starts with 20 open tickets. Closes 13 ? 20 ? 13 = 7 remaining. Gains "
"compute_subscription_total","math","baseline","4","5","0.8","0.8","False","monthly,six_months,setup,answer","The monthly cost is $19.99 ? 6 = $119.94. Add the setup fee of $14.95 to get $134.89. Subtract the credit of $10, leaving a total cost of $124.89."
"compute_subscription_total","math","memory","4","5","0.8","0.8","False","monthly,six_months,setup,answer","The monthly cost is $19.99 ? 6 = $119.94. Add the setup fee: $119.94 + $14.95 = $134.89. Subtract the credit: $134.89 ? $10 = $124.89. Total cost: **$124.89**"
"compute_tiered_pricing","math","baseline","4","5","0.8","0.8","False","first_tier,second_tier,fixed_fee,answer","The bill consists of two parts: - First 100 units at $0.12 each ? \(100 \times 0.12 = \$12\) - Units above 100 (i.e., from 101 to 135) at $0.18 each ? \(35 \times 0.18 = \$6.30\) A"
"compute_tiered_pricing","math","memory","5","5","1","1","False","first_tier,extra_units,second_tier,fixed_fee,answer","The utility bill charges $0.12 per unit for the first 100 units and $0.18 per unit for any units above 100, plus a fixed fee of $6. For 135 units, the first 100 units cost: $0.12 ?"
