"task_id","family","mode","hits","total","rate","penalized_rate","looping","hit_ids","response_preview"
"compute_printer_rate","math","baseline","2","6","0.3333","0.3333","False","given_pages,given_printers","**Setup:** Rate of one printer = \( \frac{480\text{ pages}}{6\text{ min} \times 4\text{ printers}} = 20\text{ pages/min} \). For 3 printers, rate = \( 3 \times 20 = 60\text{ pages/"
"compute_printer_rate","math","memory","3","6","0.5","0.5","False","given_pages,given_printers,units","**Setup:** - Rate per printer = 480 pages / (6 min ? 1 printer) = **80 pages/min**. - For 3 printers, total rate = 3 ? 80 = **240 pages/min**. **Calculation:** Time needed for 720 "
"compute_discount_tax","math","baseline","5","6","0.8333","0.8333","False","original_price,discount,discounted_price,tax,tax_amount","**Final Price:** $64.00 **Steps:** 1. Discounted price = $80 ? (1 ? 0.25) = $60. 2. Sales tax = $60 ? 0.08 = $4.80. 3. Final price = $60 + $4.80 = **$64.00**. **Uncertainty:** The "
"compute_discount_tax","math","memory","3","6","0.5","0.5","False","original_price,discount,tax","Final Price = $80 ? (1 - 0.25) ? (1 + 0.08) = $76 ? 1.08 = **$82.08** Uncertainty: None; calculation follows memory patterns for percentage discounts and tax application."
"compute_weighted_average","math","baseline","6","6","1","1","False","old_total,new_scores,combined_total,count,answer,average","**Setup:** Total sum of first three scores = \(3 \times 82 = 246\). Sum of all five scores = \(246 + 90 + 76 = 412\). Average across 5 tests = \(\frac{412}{5} = 82.4\). **Uncertain"
"compute_weighted_average","math","memory","3","6","0.5","0.5","False","new_scores,count,average","The student's current average of 82 is based on three scores (82, 90, 76). The new score is 76. To find the new average across five tests, use the weighted average formula for a si"
"compute_inventory_available","math","baseline","3","6","0.5","0.5","False","start,received,reserved","**Available Units:** 150 ? 18 + 65 ? 20 = **137 units**. **Uncertainty/Next Action:** - Daily sales (18) are assumed constant; actual demand may vary. - Reservations for a client c"
"compute_inventory_available","math","memory","6","6","1","1","False","start,sold,received,reserved,setup,answer","Inventory Ledger Kept Sold Received Reserved In Order; Carry Units Through Every Arithmetic Line; Printer Rate Became Per Printer Per Minute; Ratio Mixture Counted Total Parts Befo"
"compute_schedule_finish","math","baseline","1","5","0.2","0.2","False","durations","**Time:** 10:20 AM **Uncertainty:** None (all times are exact). **Next Action:** None required for this task."
"compute_schedule_finish","math","memory","2","5","0.4","0.4","False","start_time,durations","Job starts at 9:15 AM. Phase 1 (45 min) ends at 9:60 AM. Break (10 min) ends at 9:70 AM. Phase 2 (70 min) ends at 10:40 AM. Phase 3 (35 min) finishes at **11:15 AM**."
"compute_ratio_mixture","math","baseline","2","6","0.3333","0.3333","False","ratio,total_check","**Concentrate:** 14 L **Water:** 28 L *Uncertainty:* The ratio is exact (2:5), so no additional uncertainty is needed. *Next Action:* Mix the calculated volumes to achieve a total "
"compute_ratio_mixture","math","memory","3","6","0.5","0.5","False","ratio,concentrate,water","**Task:** Cleaning mix ratio 2:5 (concentrate:water). Total volume = 42 L. Find concentrate and water volumes. **Pattern Applied:** Ratio Mixture Counted Total Parts Before Liters;"
"compute_average_speed","math","baseline","6","6","1","1","False","first_time,second_time,total_distance,total_time,answer,units","**Distance:** - Leg 1: 150 km at 60 km/h ? Time = Distance / Speed = 150 / 60 = **2.5 hours**. - Leg 2: 90 km at 45 km/h ? Time = 90 / 45 = **2 hours**. **Total distance:** 150 + 9"
"compute_average_speed","math","memory","6","6","1","1","False","first_time,second_time,total_distance,total_time,answer,units","**Task:** A car travels 150 km at 60 km/h, then 90 km at 45 km/h. What is the average speed for the whole trip? Show distance, time, and final units. **Solution:** - **First leg:**"
"compute_linear_equation","math","baseline","4","5","0.8","0.8","False","expand,combine,add_12,divide","**Solution:** Expand and combine like terms: \[ 3(x - 4) + 2x = 46 \\ 3x - 12 + 2x = 46 \\ 5x - 12 = 46 \\ 5x = 58 \\ x = \frac{58}{5} = 11.6 \] **Uncertainty:** The problem is str"
"compute_linear_equation","math","memory","4","5","0.8","0.8","False","expand,combine,add_12,divide","**Task:** Solve for x: 3(x - 4) + 2x = 46. Show the algebra briefly. **Solution:** Expand: 3x - 12 + 2x = 46 ? Combine like terms: 5x - 12 = 46 ? Add 12 to both sides: 5x = 58 ? Di"
"compute_probability_without_replacement","math","baseline","6","6","1","1","False","first_prob,second_prob,multiply,simplified,decimal,without_replacement","The probability that both balls drawn are red, without replacement, is calculated as follows: - First draw: Probability of drawing a red ball = 5/8 (since there are 5 red out of 8 "
"compute_probability_without_replacement","math","memory","5","6","0.8333","0.8333","False","first_prob,second_prob,multiply,simplified,without_replacement","Without Replacement Changed The Second Denominator And Numerator; Fractions Simplified After The Correct Multiplication; Ratio Mixture Counted Total Parts Before Liters; Ticket Tab"
"compute_ticket_table","math","baseline","4","5","0.8","0.8","False","team_a,team_b,total,compare","**Open Tickets Remaining:** Team A: \(12 - 7 + 5 = 10\) Team B: \(20 - 13 + 4 = 11\) **Total Open Tickets:** \(10 + 11 = 21\) **Which Team Has More?** Team B has more open tickets "
"compute_ticket_table","math","memory","4","5","0.8","0.8","False","team_a,team_b,total,compare","Team A: 12 - 7 + 5 = 10 open tickets Team B: 20 - 13 + 4 = 11 open tickets Total open tickets: 10 + 11 = 21 Team B has more."
"compute_subscription_total","math","baseline","4","5","0.8","0.8","False","monthly,six_months,setup,answer","**Total Cost:** $19.99 ? 6 = $119.94 (subscription) + $14.95 (setup fee) ? $10 (credit) = **$124.89**. **Uncertainty/Next Action:** - Verify if the credit applies to all costs or o"
"compute_subscription_total","math","memory","3","5","0.6","0.6","False","monthly,six_months,setup","Subscription Total Kept Fee And Credit As Separate Signs; Tiered Pricing Split Base Units Extra Units Fixed Fee; Money Problems Kept Cents To Two Decimal Places; Discount Then Tax "
"compute_tiered_pricing","math","baseline","5","5","1","1","False","first_tier,extra_units,second_tier,fixed_fee,answer","**Bill Calculation:** - First 100 units at $0.12/unit = $12.00 - Units above 100 (35 units) at $0.18/unit = $6.30 - Fixed fee = $6.00 **Total Bill:** $12.00 + $6.30 + $6.00 = **$24"
"compute_tiered_pricing","math","memory","5","5","1","1","False","first_tier,extra_units,second_tier,fixed_fee,answer","**Task:** Calculate utility bill for 135 units at tiered pricing with fixed fee. **Memory Patterns Applied:** - Tiered Pricing Split Base Units Extra Units Fixed Fee; Subscription "
