"task_id","family","mode","hits","total","rate","penalized_rate","looping","hit_ids","response_preview"
"compute_printer_rate","math","baseline","6","6","1","0.8","True","given_pages,given_printers,per_printer_rate,combined_rate,answer,units","Thinking Process: 1. **Analyze the Request:** * Task: Solve a word problem about printers, pages, and time. * Given: 4 identical printers make 480 pages in 6 minutes. * Question: H"
"compute_printer_rate","math","memory","3","6","0.5","0.3","True","given_pages,given_printers,units","Thinking Process: 1. **Analyze the Request:** * Input: A set of ""remembered experiences"" (cognitive cues) to use as background patterns. * Cue 1: Carry units through calculation an"
"compute_discount_tax","math","baseline","6","6","1","1","False","original_price,discount,discounted_price,tax,tax_amount,answer","1. **Discounted Price:** $80 \times (1 - 0.25) = \$60$ 2. **Sales Tax:** $\$60 \times 0.08 = \$4.80$ 3. **Final Price:** $\$60 + \$4.80 = \$64.80$ **Answer:** $64.80"
"compute_discount_tax","math","memory","6","6","1","1","False","original_price,discount,discounted_price,tax,tax_amount,answer","Discounted Price: $80 ? 0.75 = $60. Final Price with Tax: $60 ? 1.08 = $64.80. Units verified as currency ($)."
"compute_weighted_average","math","baseline","6","6","1","0.8","True","old_total,new_scores,combined_total,count,answer,average","Thinking Process: 1. **Analyze the Request:** * Task: Calculate the new average of 5 test scores given the average of the first 3 and the values of the next 2. * Input Data: * Firs"
"compute_weighted_average","math","memory","5","6","0.8333","0.8333","False","new_scores,combined_total,count,answer,average","Facts pinned: 3 tests (avg 82), scores 90 and 76. Setup: $(3 \times 82 + 90 + 76) / 5 = 412 / 5$. Average: 82.4 points. Confidence: High."
"compute_inventory_available","math","baseline","6","6","1","1","False","start,sold,received,reserved,setup,answer","Initial units: 150 Units sold: $18 \times 4 = 72$ Units received: +65 Units reserved: -20 Calculation: $150 - 72 + 65 - 20 = 123$ Available units: 123"
"compute_inventory_available","math","memory","6","6","1","1","False","start,sold,received,reserved,setup,answer","Start: $150 \text{ units}$ Sales: $18 \frac{\text{units}}{\text{day}} \times 4 \text{ days} = 72 \text{ units}$ Received: $+65 \text{ units}$ Reserved: $-20 \text{ units}$ Calculat"
"compute_schedule_finish","math","baseline","1","5","0.2","0.2","False","answer","The job finishes at 11:55 AM."
"compute_schedule_finish","math","memory","5","5","1","0.8","True","start_time,durations,total_minutes,hour_rollover,answer","Thinking Process: 1. **Analyze the Request:** * Input: A set of ""remembered experiences"" (cognitive cues) to use as background patterns. * Cue 1: Carry units through calculation an"
"compute_ratio_mixture","math","baseline","2","6","0.3333","0.3333","False","concentrate,water","Concentrate: 12 liters; Water: 30 liters."
"compute_ratio_mixture","math","memory","1","6","0.1667","0.1667","False","ratio","Variables: $C$ (concentrate), $W$ (water). Relation: Ratio $2:5$, Total Volume $= 42 \text{ L}$. Parts: $2 + 5 = 7$ parts. Unit value: $42 \text{ L} / 7 = 6 \text{ L/part}$. Concen"
"compute_average_speed","math","baseline","6","6","1","0.8","True","first_time,second_time,total_distance,total_time,answer,units","Thinking Process: 1. **Analyze the Request:** * Task: Calculate average speed for a two-part trip. * Part 1: Distance = 150 km, Speed = 60 km/h. * Part 2: Distance = 90 km, Speed ="
"compute_average_speed","math","memory","5","6","0.8333","0.6333","True","first_time,second_time,total_distance,answer,units","Thinking Process: 1. **Analyze the Request:** * Input: A physics/math problem about average speed. * Background Patterns (Memory): ""carry units through the calculation and check th"
"compute_linear_equation","math","baseline","4","5","0.8","0.8","False","expand,combine,add_12,divide","Answer: Expand and combine terms: $3x - 12 + 2x = 46$ $5x - 12 = 46$ Add 12 to both sides: $5x = 58$ Divide by 5: $x = \frac{58}{5} = 11.6$"
"compute_linear_equation","math","memory","4","5","0.8","0.8","False","expand,add_12,divide,answer","$3(x - 4) + 2x = 46$ $\Rightarrow 3x - 12 + 2x = 46$ $\Rightarrow 5x = 58$ $\Rightarrow x = 11.6$ Consistency check: Substitute $x$ back to verify equality holds (checking quantity"
"compute_probability_without_replacement","math","baseline","0","6","0","0","False","","Answer: Total balls = 8. Probability = $\frac{5}{8} \times \frac{4}{7} = \frac{20}{56} = \frac{5}{14}$."
"compute_probability_without_replacement","math","memory","1","6","0.1667","0.1667","False","without_replacement","Total balls = 8 (5 red + 3 blue). First draw probability: $\frac{5}{8}$. Second draw probability (without replacement): $\frac{4}{7}$. Multiplication: $\frac{5}{8} \times \frac{4}{"
"compute_ticket_table","math","baseline","4","5","0.8","0.8","False","team_a,team_b,total,compare","Team A has 10 open tickets ($12 - 7 + 5$). Team B has 11 open tickets ($20 - 13 + 4$). Total remaining is 21. Team B has more."
"compute_ticket_table","math","memory","5","5","1","1","False","team_a,team_b,total,compare,difference","Team A retains 10 tickets ($12 - 7 + 5$). Team B retains 11 tickets ($20 - 13 + 4$). Total open tickets: 21. Team B has more. Uncertainty is low; next action is to verify ticket lo"
"compute_subscription_total","math","baseline","1","5","0.2","0.2","False","answer","The total cost is $124.89."
"compute_subscription_total","math","memory","5","5","1","0.8","True","monthly,six_months,setup,credit,answer","Thinking Process: 1. **Analyze the Request:** * Input Task: Calculate total cost of a subscription ($19.99/month for 6 months, $14.95 setup fee, $10 credit). * Constraints: Answer "
"compute_tiered_pricing","math","baseline","5","5","1","1","False","first_tier,extra_units,second_tier,fixed_fee,answer","The bill for 135 units is $24.30. (Calculation: 100 units ? $0.12 = $12; 35 units ? $0.18 = $6.30; Fixed fee = $6; Total = $24.30)"
"compute_tiered_pricing","math","memory","5","5","1","0.8","True","first_tier,extra_units,second_tier,fixed_fee,answer","Thinking Process: 1. **Analyze the Request:** * Input: A utility bill problem (tiered pricing + fixed fee). * Constraints: Answer concisely, no hidden reasoning tags, use specific "
